Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,152.8000030517578,155.14999389648438,151.4499969482422,154.60000610351562,68.22346496582031,14266524
2020-01-02,155.3000030517578,159.85000610351562,155.3000030517578,159.4499969482422,70.36372375488281,17137897
2020-01-03,158.39999389648438,160.89999389648438,156.6999969482422,157.75,69.613525390625,12108687
2020-01-06,156.89999389648438,157.6999969482422,150.0500030517578,150.5500030517578,66.43623352050781,11218355
2020-01-07,152.8000030517578,156.8000030517578,152.5500030517578,156.0,68.84127044677734,24417974
2020-01-08,153.25,158.1999969482422,152.4499969482422,157.35000610351562,69.43701934814453,18095375
2020-01-09,159.39999389648438,160.1999969482422,157.39999389648438,158.14999389648438,69.79003143310547,11725302
2020-01-10,159.5,163.3000030517578,157.60000610351562,159.9499969482422,70.58436584472656,20995863
2020-01-13,160.5,161.4499969482422,158.25,160.4499969482422,70.80500030517578,9331492
2020-01-14,161.39999389648438,166.10000610351562,161.0,165.0,72.8128662109375,19728091
2020-01-15,165.0,165.4499969482422,161.8000030517578,164.64999389648438,72.65843200683594,11633598
2020-01-16,162.89999389648438,163.6999969482422,160.39999389648438,162.25,71.59932708740234,11990967
2020-01-17,162.6999969482422,162.6999969482422,159.0,159.5,70.38577270507812,9518702
2020-01-20,159.35000610351562,159.89999389648438,156.1999969482422,156.89999389648438,69.23841857910156,7944434
2020-01-21,157.0,158.39999389648438,153.5500030517578,153.89999389648438,67.91455078125,10481008
2020-01-22,155.85000610351562,158.25,152.8000030517578,153.1999969482422,67.60565185546875,15503961
2020-01-23,153.60000610351562,155.39999389648438,152.35000610351562,154.14999389648438,68.02487182617188,12087029
2020-01-24,155.0,157.10000610351562,153.75,155.89999389648438,68.79713439941406,8012015
2020-01-27,153.39999389648438,153.39999389648438,148.10000610351562,148.85000610351562,65.68605041503906,13357039
2020-01-28,147.75,147.75,141.5500030517578,142.1999969482422,62.7514533996582,22438597
2020-01-29,144.4499969482422,145.39999389648438,141.89999389648438,142.1999969482422,62.7514533996582,12603444
2020-01-30,142.14999389648438,143.39999389648438,139.8000030517578,140.9499969482422,62.199859619140625,15625276
2020-01-31,140.85000610351562,141.6999969482422,137.5,137.89999389648438,60.853904724121094,13980768
2020-02-03,134.35000610351562,136.8000030517578,132.85000610351562,134.14999389648438,59.19906997680664,13658383
2020-02-04,135.89999389648438,138.89999389648438,134.8000030517578,138.5500030517578,61.140750885009766,11370911
2020-02-05,139.3000030517578,143.89999389648438,137.60000610351562,143.10000610351562,63.148616790771484,17304767
2020-02-06,144.85000610351562,146.8000030517578,142.6999969482422,143.85000610351562,63.479591369628906,15736536
2020-02-07,143.85000610351562,145.3000030517578,141.75,144.60000610351562,63.810546875,9671106
2020-02-10,143.6999969482422,143.6999969482422,139.5500030517578,140.3000030517578,61.91301727294922,10029897
2020-02-11,141.64999389648438,143.60000610351562,140.1999969482422,140.75,62.1115837097168,9087616
2020-02-12,142.0,143.89999389648438,141.14999389648438,141.5500030517578,62.46463394165039,9280214
2020-02-13,142.35000610351562,143.35000610351562,140.3000030517578,142.5,62.88384246826172,6820884
2020-02-14,142.6999969482422,143.89999389648438,140.75,141.10000610351562,62.26604461669922,6336170
2020-02-17,141.3000030517578,143.8000030517578,140.8000030517578,142.10000610351562,62.70732498168945,8475514
2020-02-18,141.75,141.75,137.5,140.5500030517578,62.023338317871094,13205238
2020-02-19,142.0,144.1999969482422,141.60000610351562,142.64999389648438,62.95006561279297,8824394
2020-02-20,141.8000030517578,144.75,140.8000030517578,142.35000610351562,62.81765365600586,11236035
2020-02-24,139.85000610351562,139.9499969482422,132.3000030517578,133.1999969482422,58.77985382080078,22666897
2020-02-25,134.39999389648438,135.89999389648438,132.0500030517578,132.6999969482422,58.559207916259766,14590593
2020-02-26,131.0,133.6999969482422,129.35000610351562,130.25,57.478050231933594,14605029
2020-02-27,130.0,131.39999389648438,126.4000015258789,130.5500030517578,57.61043167114258,15600307
2020-02-28,126.0,126.0,112.0999984741211,114.0,50.30707931518555,57363091
2020-03-02,117.55000305175781,119.4000015258789,109.0,110.94999694824219,48.96113586425781,32732879
2020-03-03,114.25,121.0,113.6500015258789,119.55000305175781,52.756248474121094,36975433
2020-03-04,119.0,120.0,115.0999984741211,119.3499984741211,52.66797637939453,38623129
2020-03-05,118.5,122.19999694824219,116.0,117.0999984741211,53.42070388793945,26357440
2020-03-06,111.69999694824219,113.4000015258789,108.0999984741211,111.05000305175781,50.66071319580078,16482554
2020-03-09,104.0,105.44999694824219,93.4000015258789,94.9000015258789,43.29311752319336,38812494
2020-03-11,92.0,95.5,91.25,92.0,41.97015380859375,33275417
2020-03-12,84.75,85.5,78.25,79.8499984741211,36.42734909057617,38859454
2020-03-13,73.1500015258789,86.5999984741211,68.9000015258789,84.05000305175781,38.3433837890625,45056179
2020-03-16,78.0,80.69999694824219,74.25,74.8499984741211,34.1463737487793,33776987
2020-03-17,76.55000305175781,80.44999694824219,74.4000015258789,75.0,34.21479797363281,32827612
2020-03-18,78.0,78.6500015258789,72.0999984741211,72.94999694824219,33.27959442138672,30564628
2020-03-19,69.44999694824219,73.6500015258789,67.80000305175781,69.3499984741211,31.63728141784668,31315971
2020-03-20,72.4000015258789,78.0,70.4000015258789,75.44999694824219,34.42008972167969,29770131
2020-03-23,67.94999694824219,71.30000305175781,61.650001525878906,62.650001525878906,28.58076286315918,22554580
2020-03-24,67.5,68.44999694824219,62.349998474121094,62.79999923706055,28.649192810058594,30625756
2020-03-25,62.70000076293945,65.0,62.349998474121094,64.19999694824219,29.287866592407227,29906347
2020-03-26,65.5999984741211,69.19999694824219,63.5,65.80000305175781,30.017784118652344,29677898
2020-03-27,68.55000305175781,68.8499984741211,63.0,63.75,29.08258056640625,26203180
2020-03-30,61.79999923706055,62.900001525878906,60.20000076293945,61.54999923706055,28.078943252563477,17613091
2020-03-31,63.45000076293945,67.0,62.599998474121094,64.69999694824219,29.515966415405273,44630133
2020-04-01,65.0,65.4000015258789,62.349998474121094,62.650001525878906,28.58076286315918,23338180
2020-04-03,64.0,64.44999694824219,62.20000076293945,62.79999923706055,28.649192810058594,24226254
2020-04-07,66.30000305175781,67.69999694824219,65.0999984741211,66.75,30.451175689697266,45735662
2020-04-08,65.94999694824219,73.4000015258789,65.0,70.30000305175781,32.070674896240234,49394146
2020-04-09,73.0,77.30000305175781,72.80000305175781,76.80000305175781,35.03595733642578,41601771
2020-04-13,77.5999984741211,79.44999694824219,73.6500015258789,78.30000305175781,35.720245361328125,37469406
2020-04-15,79.5,83.19999694824219,77.5999984741211,78.5999984741211,35.857112884521484,43610778
2020-04-16,77.80000305175781,84.6500015258789,77.1500015258789,82.69999694824219,37.72751998901367,54467290
2020-04-17,87.0,87.0,82.8499984741211,84.0999984741211,38.36619186401367,30167339
2020-04-20,86.44999694824219,86.44999694824219,80.80000305175781,81.44999694824219,37.15726852416992,33261919
2020-04-21,77.4000015258789,79.5,73.80000305175781,78.44999694824219,35.78868103027344,44068814
2020-04-22,75.94999694824219,77.19999694824219,73.3499984741211,76.0999984741211,34.716609954833984,37108572
2020-04-23,77.75,78.55000305175781,76.5999984741211,77.5999984741211,35.400917053222656,24257769
2020-04-24,76.80000305175781,80.25,75.69999694824219,77.94999694824219,35.560585021972656,33734720
2020-04-27,78.80000305175781,79.9000015258789,78.1500015258789,78.44999694824219,35.78868103027344,16787545
2020-04-28,78.5,78.80000305175781,75.80000305175781,76.8499984741211,35.05876922607422,33514140
2020-04-29,77.05000305175781,79.94999694824219,77.0,79.1500015258789,36.10801696777344,27243567
2020-04-30,82.0,91.0,81.5,89.55000305175781,40.85246658325195,63684205
2020-05-04,82.6500015258789,83.69999694824219,77.4000015258789,79.94999694824219,36.47298049926758,33174258
2020-05-05,81.80000305175781,83.19999694824219,78.5,78.9000015258789,35.99396896362305,29105285
2020-05-06,79.69999694824219,80.9000015258789,77.94999694824219,79.44999694824219,36.244873046875,20995947
2020-05-07,78.9000015258789,80.5999984741211,78.05000305175781,78.55000305175781,35.83430480957031,15604986
2020-05-08,80.5999984741211,80.80000305175781,77.05000305175781,77.4000015258789,35.309669494628906,15997839
2020-05-11,78.8499984741211,80.5,78.0,79.5999984741211,36.31330871582031,33344496
2020-05-12,79.44999694824219,90.5,79.05000305175781,89.05000305175781,40.6243782043457,112769086
2020-05-13,97.94999694824219,97.94999694824219,88.5,90.25,41.17180633544922,145837778
